train_acc,train_loss,val_loss,val_acc,val_prec,val_rec,val_f1,val_spec,val_roc,val_pr,epoch
0.5276476101218369,0.37277959123770543,0.08093797376021644,0.6937759336099585,0.30970149253731344,0.31086142322097376,0.3102803738317757,0.8027718550021027,0.6400261932712041,0.2991215757751437,1
0.5370196813495782,0.3158950250955419,0.09001732161206914,0.46224066390041496,0.2729439809296782,0.8576779026217228,0.4141048824593128,0.34968017057196504,0.6486308425768429,0.29731970236731503,2
0.587863167760075,0.30337743600786793,0.08184147932079454,0.6307053941908713,0.3460207612456747,0.7490636704119851,0.47337278106508873,0.5970149253667696,0.7300535844054208,0.39490707776812894,3
0.6337863167760075,0.2923335167103654,0.06888469597263051,0.7244813278008299,0.42857142857142855,0.7303370786516854,0.5401662049861495,0.722814498926196,0.8064852303490573,0.5310034125065036,4
0.6846298031865042,0.2807402125478573,0.06647273279504468,0.775103734439834,0.4949748743718593,0.7378277153558053,0.5924812030075188,0.7857142857059092,0.8294961788169906,0.5677060708484889,5
0.6998594189315839,0.27491824564217626,0.06985277273624346,0.7526970954356846,0.46652267818574517,0.8089887640449438,0.5917808219178082,0.7366737739793532,0.8307978566237832,0.5847440414250431,6
0.7143861293345829,0.2665091748955994,0.08621368837845049,0.6141078838174274,0.35355029585798814,0.8951310861423221,0.5068928950159067,0.5341151385870564,0.8128618544516583,0.5465013074650428,7
0.7296157450796626,0.26324424079873343,0.07325311180894935,0.7145228215767635,0.42857142857142855,0.8651685393258427,0.5732009925558312,0.6716417910376158,0.8325906582656543,0.5926515836304712,8
0.7244611059044048,0.2619328975412146,0.06560036752200285,0.7443983402489627,0.45243619489559167,0.7303370786516854,0.5587392550143266,0.7484008528704861,0.810769587056691,0.544588383196356,9
0.7474226804123711,0.254098847494465,0.05023074830382668,0.8107883817427386,0.5758754863813229,0.5543071161048689,0.5648854961832062,0.8837953091590214,0.8517764308473683,0.6271787933717521,10
0.7619493908153702,0.2514483846703085,0.0532849581930663,0.8033195020746888,0.5398936170212766,0.7602996254681648,0.6314152410575428,0.8155650319742477,0.8705908658952429,0.6663508372185086,11
0.753514526710403,0.2500451248359099,0.06283783237604017,0.7701244813278009,0.4892241379310345,0.850187265917603,0.6210670314637483,0.7473347547894741,0.8680713606925246,0.6230576492071213,12
0.7680412371134021,0.24800912742594636,0.06209210108422878,0.775103734439834,0.4954128440366973,0.8089887640449438,0.6145092460881935,0.7654584221666796,0.8533935459140893,0.6237195989948373,13
0.7680412371134021,0.24392534020830786,0.056026989612605,0.8074688796680498,0.5456919060052219,0.7827715355805244,0.6430769230769231,0.8144989338932356,0.8727350406874136,0.6598479372616035,14
0.7842080599812559,0.23989226324824162,0.058758491434354264,0.7717842323651453,0.49078341013824883,0.797752808988764,0.6077032810271041,0.7643923240856675,0.8651166319286393,0.6560985462850123,15
0.7741330834114339,0.24056482788493058,0.054174775189861954,0.8174273858921162,0.5586034912718204,0.8389513108614233,0.6706586826347305,0.8113006396501994,0.8883471886155099,0.6925425044700112,16
0.792642924086223,0.23479847593238226,0.05644681942433316,0.8066390041493776,0.5400943396226415,0.8576779026217228,0.662807525325615,0.7921108741919818,0.8820663935538999,0.691903101630335,17
0.7977975632614808,0.23323154286765113,0.07049835073015351,0.7286307053941908,0.44360902255639095,0.8838951310861424,0.590738423028786,0.6844349680097608,0.8683269048018335,0.6444750200416122,18
0.7917057169634489,0.23030186522727608,0.059181044522722236,0.7883817427385892,0.512987012987013,0.8876404494382022,0.6502057613168725,0.7601279317616191,0.8967082724419635,0.7124096744112561,19
0.7980318650421743,0.2285915466886094,0.06708007118362465,0.7219917012448133,0.43486590038314177,0.850187265917603,0.5754119138149556,0.6855010660907729,0.8617226867268792,0.6459608036713488,20
0.8006091846298032,0.22493146555437143,0.048910962445476394,0.8340248962655602,0.615916955017301,0.6666666666666666,0.6402877697841727,0.8816631129969972,0.8827811184846235,0.68844699438898,21
0.8097469540768509,0.2215440536953069,0.04834011774078406,0.8381742738589212,0.6071428571428571,0.7640449438202247,0.6766169154228856,0.8592750532957433,0.8900641255999298,0.6913942822764357,22
0.8160731021555764,0.22188225898266734,0.05071741923387625,0.8248962655601659,0.5714285714285714,0.8389513108614233,0.6798179059180577,0.8208955223793082,0.8989003617546297,0.7167486856041647,23
0.8127928772258669,0.21666956625201486,0.056411012883810015,0.8016597510373444,0.532258064516129,0.8651685393258427,0.6590584878744651,0.7835820895438851,0.9041829376392515,0.7316223813828527,24
0.8163074039362699,0.21441392410605895,0.0557244117186707,0.804149377593361,0.5342163355408388,0.9063670411985019,0.6722222222222223,0.7750533048957884,0.9094615206471656,0.7471587577920258,25
0.8296626054358013,0.21165034701417515,0.0501902460148373,0.8282157676348548,0.5721153846153846,0.8913857677902621,0.6969253294289898,0.8102345415691873,0.9149597118740167,0.7528310505566659,26
0.8291940018744143,0.2101992426410443,0.04332715015093617,0.8672199170124482,0.7018867924528301,0.6966292134831461,0.6992481203007519,0.915778251589384,0.9033763765442451,0.7387874448973432,27
0.8399718837863168,0.20653411180074235,0.04267165972928313,0.8597510373443984,0.653125,0.7827715355805244,0.7120954003407155,0.8816631129969972,0.9104677255775697,0.744734585062529,28
0.8331771321462043,0.20242781903954343,0.050206122961549075,0.8398340248962656,0.6045197740112994,0.8014981273408239,0.6892109500805152,0.8507462686476466,0.8956821031280195,0.7240993905045354,29
0.8385660731021556,0.20195356578738083,0.04197697558236734,0.8481327800829875,0.6640625,0.6367041198501873,0.6500956022944551,0.9083155650222994,0.900998618464659,0.7263943941121493,30
0.8448922211808809,0.2012867646740493,0.05180622402205447,0.8224066390041493,0.5651105651105651,0.8614232209737828,0.6824925816023739,0.8113006396501994,0.9089144965381759,0.7474640788236243,31
0.8432521087160263,0.1992274489124579,0.06147714350865969,0.7900414937759336,0.5147058823529411,0.9176029962546817,0.6594885598923284,0.7537313432755466,0.9146203173538408,0.7618085002704514,32
0.8570759137769447,0.19454421792895077,0.04320509636786995,0.8464730290456431,0.617816091954023,0.8052434456928839,0.6991869918699187,0.8582089552147313,0.9153789639283517,0.7624410576469461,33
0.8470009372071228,0.19465158708679867,0.047617889848994156,0.84149377593361,0.601063829787234,0.846441947565543,0.702954898911353,0.8400852878375258,0.9058958817469634,0.7404842043257278,34
0.8516869728209935,0.1920963486249802,0.04110417070078497,0.8688796680497926,0.6912280701754386,0.7378277153558053,0.7137681159420289,0.9061833688602752,0.9107871557142059,0.7437798038998708,35
0.8582474226804123,0.18948507077482224,0.042676031038269946,0.8597510373443984,0.6408045977011494,0.8352059925093633,0.7252032520325203,0.866737739862828,0.9178745118708227,0.7821210234735084,36
0.8619962511715089,0.1876008278029537,0.04159373726228573,0.8564315352697095,0.6342857142857142,0.8314606741573034,0.7196110210696921,0.8635394456197917,0.9210488488536451,0.7767597790665199,37
0.865979381443299,0.1837583760737032,0.05486284024143801,0.8116182572614108,0.5448430493273543,0.9101123595505618,0.6816269284712483,0.7835820895438851,0.9127955726983061,0.7533098044393483,38
0.8727741330834115,0.18091400408281158,0.041628884124787005,0.8539419087136929,0.6491803278688525,0.7415730337078652,0.6923076923076923,0.8859275053210456,0.9127716154380586,0.7640260937630803,39
0.8776944704779757,0.17963960952882244,0.05826610989794628,0.7983402489626557,0.525974025974026,0.9101123595505618,0.6666666666666666,0.7665245202476916,0.9184974006372632,0.7711908403316627,40
0.8701968134957826,0.18112218578633238,0.0679681935033064,0.7493775933609959,0.4672897196261682,0.9363295880149812,0.6234413965087282,0.6961620469008938,0.9181699847472111,0.7768872917414289,41
0.8781630740393627,0.174497253784339,0.03990364282924701,0.8713692946058091,0.675,0.8089887640449438,0.7359454855195912,0.8891257995640818,0.9206575469362658,0.77586564447721,42
0.8786316776007498,0.17233442304954422,0.04391331394185275,0.845643153526971,0.6085790884718498,0.850187265917603,0.709375,0.8443496801615741,0.92217084720858,0.7846005320624277,43
0.8823805060918463,0.1735042243246286,0.0595459426793313,0.7784232365145228,0.5,0.9213483146067416,0.6482213438735178,0.7377398720603653,0.9182658137882018,0.7677596850406633,44
0.8880037488284911,0.1716697071177052,0.04053215275448053,0.8697095435684647,0.6774193548387096,0.7865168539325843,0.7279029462738301,0.8933901918881302,0.9206495611828498,0.7796610479431925,45
0.8931583880037488,0.1683292958777199,0.04771365951214738,0.8531120331950207,0.6171875,0.8876404494382022,0.728110599078341,0.843283582080562,0.9254969135063047,0.7884916490977798,46
0.8891752577319587,0.16820864716672182,0.03904999241048612,0.870539419087137,0.7018181818181818,0.7228464419475655,0.7121771217712177,0.9125799573463478,0.9178305902270351,0.7676080295263493,47
0.8947985004686035,0.1636713708627833,0.05278708790995594,0.8149377593360996,0.5504587155963303,0.898876404494382,0.6827880512091038,0.7910447761109697,0.9161975036534823,0.7534136052291636,48
0.898078725398313,0.1634264151708004,0.04374300026219563,0.8473029045643153,0.6118598382749326,0.850187265917603,0.7115987460815048,0.8464818763235983,0.9251974477532083,0.7811110673568427,49
0.8999531396438613,0.1595387566824214,0.04578960794018387,0.8439834024896266,0.6058981233243967,0.846441947565543,0.70625,0.843283582080562,0.9227857502216046,0.7818550946503254,50
0.9058106841611996,0.16077761298644286,0.053251361701057744,0.8215767634854771,0.5607476635514018,0.898876404494382,0.6906474820143885,0.7995735607590664,0.9246544165209267,0.7831536672488248,51
0.9137769447047798,0.15704433020508055,0.04613792531591083,0.8489626556016597,0.6203966005665722,0.8202247191011236,0.7064516129032258,0.8571428571337192,0.9080480422925501,0.7592961234942258,52
0.9088566073102156,0.15491042548010253,0.04876014901074448,0.8556016597510373,0.6466876971608833,0.7677902621722846,0.702054794520548,0.8805970149159851,0.9141930795460899,0.7591349954538712,53
0.9172914714151827,0.15257862389031815,0.050886092362054346,0.8597510373443984,0.6580645161290323,0.7640449438202247,0.707105719237435,0.8869936034020577,0.9198949074850467,0.7745257271025788,54
